path	class	owner	loc	safety	mutates	spends	destructive	emits_artifact	importers	in_package_json	in_ci	books	proposed_home	disposition	notes
backend/scripts/_chlist.ts	SCRATCH	unassigned	25	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_compare5.ts	SCRATCH	unassigned	54	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_contactsheet.ts	SCRATCH	unassigned	53	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_dbgprev.ts	SCRATCH	unassigned	11	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_delines.ts	SCRATCH	unassigned	86	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_drypaginate.ts	SCRATCH	unassigned	87	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_err.ts	SCRATCH	unassigned	19	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_exp_doc_src.md	SCRATCH	unassigned	0	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_exp_fetch_spec.ts	SCRATCH	unassigned	38	SPENDS	yes	yes	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_exp_generate.ts	SCRATCH	unassigned	139	SPENDS	yes	yes	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_exp_lib.ts	SCRATCH	platform	378	SPENDS	no	yes	no	no	2	no	no	-	backend/scripts/lib/ (shared toolchain)	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_exp_smoke.ts	SCRATCH	unassigned	18	SPENDS	no	yes	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_exp_validate.ts	SCRATCH	unassigned	82	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_exp_write_doc.mjs	SCRATCH	unassigned	7	WRITES-FILES	no	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_export.ts	SCRATCH	unassigned	109	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_findpage.ts	SCRATCH	unassigned	11	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_findrenders.ts	SCRATCH	unassigned	41	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_fixline.ts	SCRATCH	unassigned	46	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_fixmove.ts	SCRATCH	unassigned	82	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_flipbook.ts	SCRATCH	unassigned	111	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_fmkeys.ts	SCRATCH	unassigned	21	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_folioview.ts	SCRATCH	unassigned	49	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_folioz.ts	SCRATCH	unassigned	40	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_full.ts	SCRATCH	unassigned	32	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_geocheck.ts	SCRATCH	unassigned	13	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_grid.ts	SCRATCH	unassigned	37	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_inspect.ts	SCRATCH	unassigned	43	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_keys.ts	SCRATCH	unassigned	14	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_layoutfix.ts	SCRATCH	unassigned	123	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_layoutpreview.ts	SCRATCH	unassigned	56	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_movehead.ts	SCRATCH	unassigned	32	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_moveline.ts	SCRATCH	unassigned	53	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_msrange.ts	SCRATCH	unassigned	10	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_msread.ts	SCRATCH	unassigned	18	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_notillus.ts	SCRATCH	unassigned	21	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_openeraudit.ts	SCRATCH	unassigned	44	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_openerbreak.ts	SCRATCH	unassigned	19	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_orphanaudit.ts	SCRATCH	unassigned	78	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_orphanscan.ts	SCRATCH	unassigned	51	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_overflowscan.ts	SCRATCH	unassigned	49	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_pdfdims.ts	SCRATCH	unassigned	17	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_pdfimg.ts	SCRATCH	unassigned	47	WRITES-FILES	no	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_pdfpage.ts	SCRATCH	unassigned	16	WRITES-FILES	no	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_planstate.ts	SCRATCH	unassigned	32	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_ppdiag.ts	SCRATCH	unassigned	22	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_preflight.ts	SCRATCH	platform	74	SPENDS	no	yes	no	no	2	no	no	-	backend/scripts/lib/ (shared toolchain)	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_prepcheck.ts	SCRATCH	unassigned	17	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_prog.ts	SCRATCH	unassigned	28	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_project.ts	SCRATCH	platform	42	SAFE-READONLY	no	no	no	no	117	no	no	-	scripts/lib/project.ts (SHARED — 117 importers, never archive)	KEEP — promote to scripts/lib, shim the 117 importers	single source of PROJECT_ID; refuses to default to a book
backend/scripts/_projects.ts	SCRATCH	unassigned	13	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_prompt.ts	SCRATCH	unassigned	32	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_proofchapter.ts	SCRATCH	mg-chapter-book	134	WRITES-FILES	yes	no	no	yes	0	no	no	mg-chapter-book	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_proofsheet.ts	SCRATCH	unassigned	86	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_prunesize.ts	SCRATCH	unassigned	65	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_purge.ts	SCRATCH	unassigned	91	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_qa_billingcheck.ts	SCRATCH	unassigned	39	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_qa_failcheck.ts	SCRATCH	unassigned	19	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_qa_listversions.ts	SCRATCH	unassigned	15	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_qa_pull.ts	SCRATCH	unassigned	19	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_qa_pullversion.ts	SCRATCH	unassigned	20	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_qa_rerender.ts	SCRATCH	unassigned	26	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_r2count.ts	SCRATCH	unassigned	15	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_r2migrate.ts	SCRATCH	unassigned	175	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_r2prune.ts	SCRATCH	unassigned	127	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_railcheck.ts	SCRATCH	unassigned	53	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_recoverscan.ts	SCRATCH	unassigned	26	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_rendercount.ts	SCRATCH	unassigned	51	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_renderinv.ts	SCRATCH	unassigned	28	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_rendertextcheck.ts	SCRATCH	unassigned	55	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_restorerenders.ts	SCRATCH	unassigned	92	MUTATES+SPENDS	yes	yes	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES+SPENDS	
backend/scripts/_resubject.ts	SCRATCH	unassigned	42	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_revert.ts	SCRATCH	unassigned	19	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_review_chapter.ts	SCRATCH	unassigned	43	SPENDS	yes	yes	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — SPENDS	
backend/scripts/_review.ts	SCRATCH	unassigned	44	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_rft.ts	SCRATCH	unassigned	15	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_sample.ts	SCRATCH	unassigned	51	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_seq.ts	SCRATCH	unassigned	16	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_setfullwidthtext.ts	SCRATCH	unassigned	32	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_setlayout.ts	SCRATCH	unassigned	20	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_setopenerscene.ts	SCRATCH	unassigned	36	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_setpagescene.ts	SCRATCH	unassigned	62	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_specdiff.ts	SCRATCH	unassigned	42	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_specpeek.ts	SCRATCH	unassigned	21	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_specpeek2.ts	SCRATCH	unassigned	17	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_storagecheck.ts	SCRATCH	unassigned	33	MUTATES-STATE	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — MUTATES-STATE	
backend/scripts/_storedprompt.ts	SCRATCH	unassigned	21	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_subj.ts	SCRATCH	unassigned	18	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_subjch.ts	SCRATCH	unassigned	21	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_syncimg.ts	SCRATCH	unassigned	18	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_testb.ts	SCRATCH	unassigned	32	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_textcheck.ts	SCRATCH	unassigned	33	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_verifyload.ts	SCRATCH	unassigned	17	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_view.ts	SCRATCH	unassigned	22	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_viewver.ts	SCRATCH	unassigned	22	WRITES-FILES	yes	no	no	yes	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE WITH GUARD — WRITES-FILES	
backend/scripts/_watch.ts	SCRATCH	unassigned	46	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_zz_mon.ts	SCRATCH	unassigned	27	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_zz_run.ts	SCRATCH	unassigned	26	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/_zz_verify.ts	SCRATCH	unassigned	30	SAFE-READONLY	yes	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/test-strip.ts	SCRATCH	unassigned	14	SAFE-READONLY	no	no	no	no	0	no	no	-	backend/scripts/archive/scratch/	ARCHIVE (proven no caller, read-only)	
backend/scripts/add-frontispiece.ts	UNKNOWN	unassigned	49	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/approve-prep-keys.ts	UNKNOWN	unassigned	26	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/badge-inventory.ts	UNKNOWN	unassigned	55	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/bodymax.ts	UNKNOWN	unassigned	17	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/build-epub-local.ts	UNKNOWN	unassigned	25	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/build-local2.ts	UNKNOWN	unassigned	81	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/context-classify.ts	UNKNOWN	unassigned	170	WRITES-FILES	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/count-printready.ts	UNKNOWN	unassigned	11	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/cover-add-bleed-band.mjs	UNKNOWN	unassigned	47	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/crop-img.ts	UNKNOWN	unassigned	10	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/detect-orphan-headings.ts	UNKNOWN	unassigned	21	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/dl-one.ts	UNKNOWN	unassigned	7	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/download-page-image.ts	UNKNOWN	unassigned	53	WRITES-FILES	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/embed-heroes-prep.ts	UNKNOWN	unassigned	118	MUTATES-STATE	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/exception-table.ts	UNKNOWN	unassigned	110	SPENDS	no	yes	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries SPENDS	
backend/scripts/fail-stuck.ts	UNKNOWN	unassigned	22	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/fix-bushcraft-subjects.ts	UNKNOWN	unassigned	61	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/fix-mushroom-subjects.ts	UNKNOWN	unassigned	71	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/fix-survival-subjects.ts	UNKNOWN	unassigned	56	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/fix-terrain-subjects.ts	UNKNOWN	unassigned	47	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/fix-tree-subjects.ts	UNKNOWN	unassigned	61	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/generate-error-registry-doc.ts	UNKNOWN	unassigned	54	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/get-printpaths.ts	UNKNOWN	unassigned	15	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/hardcover-blueprint.ts	UNKNOWN	unassigned	50	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-compose-only.ts	UNKNOWN	unassigned	30	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/hardcover-cover.ts	UNKNOWN	unassigned	57	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-deterministic.ts	UNKNOWN	unassigned	141	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-edit-back.ts	UNKNOWN	unassigned	46	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-fix-barcode.ts	UNKNOWN	unassigned	43	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-fix-margins.ts	UNKNOWN	unassigned	43	MUTATES+SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES+SPENDS	
backend/scripts/hardcover-recompose.ts	UNKNOWN	unassigned	50	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/hardcover-shave.ts	UNKNOWN	unassigned	44	MUTATES-STATE	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/imgpath.ts	UNKNOWN	unassigned	8	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/kindle-cover.ts	UNKNOWN	unassigned	18	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/make-newest-active.ts	UNKNOWN	unassigned	32	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/ocr-screen-summary.ts	UNKNOWN	unassigned	112	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/ocr-text-fidelity.ts	UNKNOWN	unassigned	398	SPENDS	yes	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries SPENDS	
backend/scripts/paperback-cover-pdf.ts	UNKNOWN	unassigned	32	WRITES-FILES	no	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/print-ids.ts	UNKNOWN	unassigned	4	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/printprep-http.ts	UNKNOWN	unassigned	52	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/printprep-local.ts	UNKNOWN	unassigned	51	SAFE-READONLY	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/promote-prep-image.ts	UNKNOWN	unassigned	21	MUTATES-STATE	yes	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries MUTATES-STATE	
backend/scripts/prove-db-isolation.ts	UNKNOWN	unassigned	81	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/r2-cleanup-stray-project.ts	UNKNOWN	unassigned	128	DESTRUCTIVE	no	no	YES	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries DESTRUCTIVE	contains a delete/drop/repaginate path
backend/scripts/reconcile-canonical-renders.ts	UNKNOWN	unassigned	324	WRITES-FILES	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/record-visual-verdict.ts	UNKNOWN	unassigned	105	WRITES-FILES	yes	no	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries WRITES-FILES	
backend/scripts/render-all.sh	UNKNOWN	unassigned	0	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/render-batch.ts	UNKNOWN	unassigned	67	SAFE-READONLY	no	no	no	no	0	no	no	-	UNRESOLVED — needs review	REVIEW — likely keep as operator tool	
backend/scripts/render-driver.ts	UNKNOWN	unassigned	65	SPENDS	no	yes	no	yes	0	no	no	-	UNRESOLVED — needs review	REVIEW — carries SPENDS	
